student_id,age,gender,education_level,previous_courses,videos_watched,assignments_completed,forum_posts,quiz_scores_avg,time_spent_hours,login_frequency,days_active,certification_goal,completed
2812,27,Male,Master,14,65,3,18,13.060904754276216,188.44197522441198,17,40,1,0
2813,41,Other,Bachelor,13,0,7,42,31.01996396141712,114.10753824975879,79,88,1,1
2814,52,Female,Bachelor,10,6,13,36,2.6896388576857055,31.830849216035382,18,62,0,0
2815,43,Other,PhD,3,19,4,44,64.50246416097401,31.11267862804288,88,14,1,0
2816,54,Male,Bachelor,2,42,2,41,80.55376380815144,23.063434833591966,29,49,0,0
2817,55,Other,Master,1,5,0,6,94.62855535131676,95.26463605498805,5,51,1,1
2818,38,Female,Bachelor,19,54,12,48,68.65071850502412,96.02831565455085,26,62,0,1
2819,57,Other,PhD,9,99,9,15,73.20912402227293,123.47423767424075,14,5,0,0
2820,56,Female,Master,12,20,4,31,89.54557782349511,96.57456282414931,30,83,1,1
2821,38,Female,High School,19,50,10,7,93.63780288581262,194.61100309680498,43,67,1,1
2822,27,Male,Master,17,45,5,48,49.129754986970575,58.2621641197906,85,1,1,0
2823,55,Male,Bachelor,15,34,3,12,10.978738970827429,174.76332510893081,75,49,1,0
2824,63,Male,High School,10,99,6,10,46.64173098721572,20.066085523438936,9,17,0,0
2825,21,Female,Master,9,7,2,19,55.60738628722898,120.38353560734612,20,73,1,1
2826,62,Other,High School,8,67,6,17,63.1544771395544,129.6650434719067,46,35,1,1
2827,37,Female,High School,11,15,13,36,98.92845573092734,154.4460253152902,54,67,0,1
2828,34,Male,High School,18,66,0,5,91.75632152907706,100.60444258904013,94,13,1,0
2829,24,Male,Master,0,70,6,19,39.63642027457285,39.44525740506051,35,37,1,0
2830,21,Other,Bachelor,17,63,0,31,11.345368627070984,73.799522512688,73,38,1,0
2831,46,Male,Master,13,1,12,45,21.479159822267103,54.43230329912585,57,78,1,0
2832,31,Male,Bachelor,0,0,10,43,17.379962283342053,83.82110312704046,18,6,1,0
2833,20,Male,Master,16,57,0,28,35.60127271489966,105.99366154254004,86,63,1,1
2834,41,Other,Master,10,0,1,3,87.64892839452321,125.01405827544987,63,49,1,1
2835,54,Female,Master,19,6,1,6,43.79685061487193,169.02438898335248,9,9,1,0
2836,33,Male,Bachelor,14,87,3,42,56.72773713978572,182.00206421207113,48,36,1,1
2837,21,Other,Master,3,68,12,19,17.916687483871485,92.51625698027357,53,23,1,0
2838,41,Male,High School,14,84,0,33,49.28482809843965,17.734287471250788,60,79,1,1
2839,51,Other,Master,13,91,3,35,87.3627721400292,159.41303792034412,58,57,1,1
2840,47,Male,High School,0,17,1,6,77.34632635180768,95.431545028078,90,50,1,1
2841,35,Other,PhD,8,87,3,32,8.11907157990216,109.28932027425222,1,59,1,1
2842,36,Male,PhD,6,31,3,14,86.20722687501151,119.15882799458768,74,7,0,0
2843,48,Female,Bachelor,10,44,8,31,27.382809741992652,133.57355174839805,7,47,1,1
2844,36,Male,Bachelor,1,32,8,21,66.57162493399673,178.02017200650155,18,89,1,1
2845,63,Other,PhD,1,73,0,39,14.638290514273134,190.4292390420382,79,87,1,1
2846,36,Male,Master,5,72,4,28,67.46443700858022,188.03386381165737,67,75,1,1
2847,39,Female,Master,18,48,6,24,3.570142885716332,161.89273045660687,13,56,1,1
2848,41,Male,Master,19,32,3,4,60.06447010702178,177.84845071676057,21,8,0,0
2849,62,Other,PhD,13,96,11,13,64.59401707613442,9.930953789671593,16,36,1,1
2850,29,Other,High School,2,70,4,49,24.449671405906415,169.82253329093152,62,42,0,0
2851,47,Female,Bachelor,6,67,1,34,93.697608971048,14.453047370804907,25,39,1,0
2852,55,Other,High School,6,27,2,1,4.597238720047947,149.23878151726134,98,65,0,0
2853,48,Male,PhD,3,86,6,24,89.17093267849388,33.87272431873296,35,44,1,1
2854,53,Male,High School,4,52,9,15,38.189748764253096,72.02208916238885,44,77,1,1
2855,36,Male,Master,16,95,12,45,71.39147417025059,36.83673583085223,29,80,1,1
2856,62,Other,Master,3,43,14,15,65.15484273479355,88.69232732745549,20,46,1,0
2857,53,Male,High School,12,79,6,10,16.82462160279955,82.34948876332402,19,13,1,0
2858,47,Male,PhD,15,54,3,48,31.899927558985873,9.612568794548771,41,37,1,0
2859,50,Male,High School,15,9,11,34,52.967348091253385,166.09958902054998,89,14,1,1
2860,35,Female,Master,1,13,0,22,84.65102703846068,170.83729915888503,55,13,0,0
2861,45,Other,Master,17,35,0,4,95.48600759354687,157.50144880099913,11,12,0,0
2862,64,Other,PhD,0,33,3,34,2.0586633337241755,169.52132064625377,7,55,0,0
2863,28,Other,High School,17,87,3,28,35.25582554710086,150.1758070622585,98,28,1,0
2864,62,Female,Master,7,17,5,46,66.81439245824626,187.49688907462877,92,22,0,0
2865,50,Other,Master,10,15,6,4,52.772943324266706,115.27845003996103,62,84,1,1
2866,34,Female,High School,14,36,8,2,94.3022115856759,116.52850931723724,55,19,0,0
2867,23,Female,High School,15,40,8,5,1.6969434535947792,171.98198168503828,6,75,1,1
2868,21,Other,Bachelor,16,24,9,22,43.77393986176359,69.88310934371935,61,30,1,0
2869,37,Male,PhD,16,7,11,45,66.88038478046222,10.016470840514202,60,54,1,0
2870,64,Male,PhD,11,87,14,1,21.758371386795595,149.97107907963255,9,15,1,1
2871,44,Other,High School,9,83,11,17,72.58713861149484,50.917835882072524,49,30,1,1
2872,32,Other,PhD,19,93,4,29,8.12286282213085,94.84716240599205,19,29,0,0
2873,23,Female,Master,5,83,9,37,45.10385294813154,48.08796713489984,27,32,1,0
2874,64,Other,High School,7,17,10,4,67.62349561907047,165.4181704056397,13,30,1,1
2875,31,Female,High School,12,67,2,45,26.67571282404816,191.6585930158954,75,16,0,0
2876,28,Other,High School,1,47,2,48,7.384641767526279,11.004620720117565,7,36,0,0
2877,56,Male,Bachelor,18,99,14,10,95.70216097994428,46.67432629273367,6,82,1,1
2878,26,Male,PhD,9,69,5,0,91.38230287952626,37.91242476306203,4,48,0,1
2879,43,Other,Bachelor,3,66,0,9,92.63699116117328,134.6407025482933,0,28,1,1
2880,33,Female,Master,11,17,6,40,97.8502383297728,85.73567995506843,72,62,0,1
2881,22,Male,PhD,17,17,2,43,18.469805441137154,91.2523327028455,81,83,1,0
2882,27,Female,Bachelor,6,55,4,25,15.777599779244522,31.415816876068604,9,56,1,0
2883,20,Other,High School,19,22,6,32,3.4214586207677034,82.9469283059591,57,56,1,0
2884,30,Other,Bachelor,3,34,6,26,89.18227876177825,60.64565612467649,64,75,1,1
2885,60,Male,High School,6,5,8,49,75.27628411359521,122.23818293413571,59,17,1,0
2886,47,Other,Bachelor,9,25,0,11,63.32624111184941,43.44764574735227,19,62,1,0
2887,62,Male,Bachelor,14,84,2,1,92.76761591861373,122.96226822520948,57,21,1,1
2888,23,Female,Bachelor,11,60,8,0,57.50766144924972,75.54903837178499,42,37,1,1
2889,34,Male,High School,0,87,7,0,12.973075272554802,69.25891240567927,28,34,1,0
2890,62,Male,Bachelor,19,14,1,32,17.68644749350079,61.11132683220273,1,29,1,0
2891,36,Female,PhD,17,90,7,21,13.218393033809651,134.766698805166,25,68,1,1
2892,59,Male,PhD,15,31,7,11,30.76580127230325,112.48368108659517,74,60,0,0
2893,52,Male,PhD,4,11,1,38,37.94968331136138,170.34434000042836,88,11,0,0
2894,63,Other,High School,18,4,7,35,79.68390646846875,48.322035515077985,97,82,1,1
2895,43,Female,High School,3,63,2,20,19.125391144534344,8.02391588224911,58,60,0,0
2896,22,Male,PhD,5,70,6,19,72.53651528437021,36.40469636758201,0,80,1,1
2897,46,Female,PhD,16,85,12,35,49.12285021145076,68.67127286577528,30,74,1,1
2898,54,Female,PhD,6,26,8,25,99.96599211282728,35.930998061703725,37,34,0,0
2899,37,Male,Master,6,78,3,46,77.6582461044869,16.702135501272018,21,33,1,0
2900,38,Other,PhD,8,44,14,30,96.89529886532927,89.06769463391373,65,10,1,1
2901,27,Female,Bachelor,12,34,10,0,34.235150163532836,135.38673275048785,46,60,1,1
2902,22,Male,Master,19,25,5,37,12.305019316625787,150.3141533907955,0,26,1,0
2903,53,Female,Master,13,22,8,13,50.58958051452059,79.7454649437207,87,25,1,0
2904,23,Other,High School,15,12,10,25,12.4239473863474,95.60891890940965,49,2,1,0
2905,43,Other,Bachelor,8,89,10,45,49.24517048620648,151.09409867496012,35,84,0,1
2906,21,Other,High School,14,2,4,41,26.99410261753804,70.54156606166902,44,3,1,0
2907,56,Male,High School,4,28,11,6,49.104721242808665,156.95324225359454,35,32,1,1
2908,56,Male,Bachelor,17,65,0,11,94.9636203621966,193.47521311979398,33,1,0,0
2909,52,Other,High School,19,63,2,23,28.90340642234972,176.09612466827608,8,24,0,0
2910,18,Male,Bachelor,7,27,10,18,99.34340493695612,90.71906733740542,75,50,1,1
2911,41,Other,Bachelor,14,86,14,8,22.93294694040855,115.90369897778497,83,43,0,1
2912,53,Male,High School,8,35,8,34,20.810837899703337,143.2852773312133,3,44,1,0
2913,23,Other,PhD,18,5,2,3,54.47885229991892,69.86008848723615,78,33,1,0
2914,58,Female,High School,5,10,10,44,84.20449383160854,159.8476199952572,62,38,1,1
2915,63,Other,Master,3,37,10,41,74.95035191817428,87.38339905610619,3,52,1,1
2916,61,Other,High School,10,33,9,31,72.35369352959651,169.3683116200868,4,35,1,1
2917,48,Male,Bachelor,9,80,1,45,28.26329411521309,50.94677898521309,9,17,0,0
2918,37,Male,Master,2,66,3,5,2.2516776070323763,2.2756112665664574,43,58,0,0
2919,41,Male,Bachelor,0,45,4,27,16.174829014425242,126.537679194475,39,48,1,0
2920,42,Male,PhD,11,97,6,27,34.94733011391725,90.37782349862513,35,43,1,1
2921,53,Male,PhD,14,85,6,39,97.16837505702006,11.964623403512054,34,48,0,0
2922,38,Male,Master,14,28,8,28,91.97774579738795,97.52247061461512,58,44,1,1
2923,47,Female,PhD,13,59,12,41,20.064458726609924,33.713969084302974,64,33,1,0
2924,41,Other,PhD,6,53,7,4,72.56224779846957,125.94983253621265,81,75,1,1
2925,61,Other,High School,16,92,12,4,57.90168569033815,89.00911552898492,30,87,1,1
2926,59,Other,High School,18,68,14,36,4.984265008772626,34.22495038099038,45,83,0,0
2927,47,Female,PhD,6,73,1,40,37.17056112985897,82.3877894424166,48,76,0,0
2928,39,Other,PhD,2,73,11,27,48.60737403659026,46.54176163549375,5,2,1,0
2929,45,Female,High School,2,8,7,40,66.75741233501017,130.61935609458294,69,10,0,0
2930,24,Female,PhD,17,84,7,46,29.490511601444346,59.02867480914607,18,83,1,1
2931,52,Female,PhD,19,76,4,8,93.38186290544822,164.4034700102606,95,28,1,1
2932,45,Other,Bachelor,13,9,14,28,45.18790567036696,2.8326410983024575,41,47,1,0
2933,31,Female,PhD,2,74,12,13,24.85296241169651,80.68359530845896,29,8,0,0
2934,27,Other,Master,6,67,2,37,31.64280872472477,123.41609111759422,25,23,0,0
2935,33,Other,Bachelor,6,57,8,39,75.18854286189642,4.521656889832593,2,48,1,1
2936,33,Male,Master,4,94,11,33,64.02853675745634,43.16838050481093,32,63,1,1
2937,48,Male,PhD,2,51,6,36,74.217802144578,65.48399190589198,49,77,1,1
2938,59,Female,High School,17,33,0,48,29.23418253208998,4.368910916468849,30,37,1,0
2939,42,Female,Bachelor,14,34,7,41,32.68486185035444,109.3381409701341,83,12,1,0
2940,30,Other,High School,19,32,9,13,39.6719116550785,126.17367781689659,67,74,1,1
2941,23,Female,Bachelor,13,71,12,17,18.8592998495004,45.504450362606576,95,81,1,1
2942,61,Female,High School,3,31,4,32,69.10445449362481,108.69654546567568,81,65,1,1
2943,26,Other,Bachelor,7,54,5,33,32.934951407784865,199.82537783149945,9,86,1,1
2944,62,Female,Bachelor,12,96,8,27,32.62362241419413,177.38385754946393,21,15,0,0
2945,53,Female,Master,7,7,9,35,26.936496988713987,11.73216632009797,62,80,0,0
2946,60,Other,High School,14,45,14,44,45.282780470142534,25.576492883265047,53,84,1,1
2947,37,Other,Master,16,13,13,47,77.19760792342106,98.88066426986543,50,10,0,0
2948,35,Male,Master,4,97,7,36,83.56087054582734,49.04022297294299,80,42,0,1
2949,60,Other,High School,19,7,13,22,80.45078776832267,16.19384743536618,3,26,1,0
2950,38,Male,Bachelor,3,70,10,41,62.119357761188695,50.910898549143766,36,49,1,1
2951,21,Female,Master,10,76,13,16,28.04275350582782,12.235619534760511,70,23,1,0
2952,50,Other,High School,17,53,13,10,73.48552058083777,105.98248842312978,62,64,1,1
2953,44,Other,Bachelor,9,20,2,31,3.9361941742128703,98.0500207341271,50,17,0,0
2954,24,Other,Master,16,95,12,36,79.81524073104484,1.2652307112300365,7,34,0,1
2955,23,Female,Master,14,74,4,14,78.02275640665746,96.50327912878585,0,57,1,1
2956,32,Male,Master,5,13,3,3,67.0001113176478,103.96102945219819,7,86,1,1
2957,35,Female,Bachelor,15,74,13,38,9.792544998557773,121.14074820231977,82,4,1,0
2958,49,Female,Master,14,1,0,29,99.73413355282976,194.0199448813009,80,71,1,1
2959,28,Other,Bachelor,7,97,4,9,75.64091924009952,196.53848541040009,54,69,1,1
2960,37,Male,PhD,8,60,9,22,73.48068310078929,105.38586213416443,8,83,0,1
2961,41,Female,Master,10,16,6,23,6.4007852529311515,169.0373395219565,50,68,1,1
2962,32,Other,PhD,1,77,0,35,39.87051265728986,17.033153998061845,15,50,1,0
2963,24,Female,High School,12,88,3,4,8.617299964698145,106.23092448601508,52,86,1,1
2964,38,Female,Master,3,47,5,36,36.10370068090407,135.78001184479234,58,67,0,0
2965,59,Other,High School,8,90,10,42,57.04855543571834,112.94576391390967,44,87,0,1
2966,43,Other,High School,4,7,11,18,87.88721883566153,46.144198890837,36,68,1,1
2967,61,Male,High School,18,55,8,36,28.293773299449686,12.53159726092219,90,88,0,0
2968,31,Female,PhD,2,16,10,7,62.34146524822746,77.33385691503791,65,59,1,1
2969,54,Other,Bachelor,2,68,7,6,16.465192234480565,129.52849955735175,63,78,0,1
2970,38,Other,PhD,5,11,1,39,35.39638569422241,198.34261473111238,35,63,0,0
2971,35,Male,PhD,9,37,10,12,94.72374752363328,47.30669027678924,75,67,0,1
2972,22,Male,High School,4,17,2,36,74.76409155827317,183.55798194227674,49,85,1,1
2973,20,Other,Master,2,25,9,26,54.58057641871717,13.6522799050528,98,26,1,0
2974,40,Male,Bachelor,6,94,12,17,25.16967991561616,186.19785478479565,94,1,1,0
2975,43,Other,High School,17,36,4,23,37.970522264388876,166.47335357400598,52,68,1,1
2976,54,Female,Bachelor,7,69,10,40,15.669333385251448,4.189070546369589,56,78,1,1
2977,41,Male,PhD,0,40,6,1,35.34671930970609,59.63707481773292,18,18,1,0
2978,36,Female,Bachelor,3,78,2,15,15.063282628719232,10.191330735706705,25,12,1,0
2979,42,Female,Bachelor,6,41,11,13,79.53070330111143,199.1011743059119,99,38,1,1
2980,38,Female,Master,13,89,6,16,8.07590899422882,85.56880091675525,67,42,1,0
2981,29,Other,High School,12,75,4,5,18.94054798071051,132.43470392212748,42,36,1,0
2982,58,Female,Bachelor,9,40,9,34,69.11667297807539,46.83811496447736,94,16,1,0
2983,50,Female,Bachelor,17,46,5,16,90.25167124205788,186.74724773351033,57,65,1,1
2984,21,Female,PhD,0,13,5,44,96.45916097676017,54.83481770789433,76,67,1,1
2985,59,Other,PhD,3,0,10,37,83.60229167407768,52.0429214604597,58,39,1,0
2986,24,Female,Bachelor,15,16,10,39,21.147177636622494,62.92001918827057,45,59,1,0
2987,39,Female,High School,15,96,13,5,28.571128583204974,92.49783293014129,67,79,0,1
2988,50,Male,Bachelor,17,54,11,47,87.0752352998553,3.7065452459422055,39,38,1,1
2989,34,Other,Bachelor,7,92,3,37,88.93329647441108,119.5675000256169,12,16,1,1
2990,41,Female,Master,9,52,11,48,64.06531658201125,6.333159428147628,8,81,1,1
2991,51,Male,High School,15,30,7,20,31.364109918687,107.84049754791863,65,74,1,1
2992,45,Other,Master,10,61,8,34,22.40566630459767,91.57698043642239,98,11,1,0
2993,60,Other,High School,5,7,1,22,85.22826992627463,48.50941162728204,52,28,1,0
2994,58,Other,High School,0,29,8,11,20.52549984497558,65.95360343416534,75,82,0,0
2995,56,Other,High School,11,76,10,28,66.1804350682417,141.13196224893395,80,77,0,1
2996,39,Other,Master,5,79,11,26,96.79533427341322,1.9195039742792686,3,80,1,1
2997,34,Other,Master,12,65,3,5,70.52913924997944,63.32942760515194,13,2,1,0
2998,51,Female,Master,16,44,5,20,25.767031316459754,136.05945083297345,84,20,0,0
2999,23,Female,PhD,0,17,13,6,28.250590127444486,30.454773080510012,7,76,0,0
3000,63,Female,Master,7,98,6,42,9.289477542090541,112.07713083722066,96,72,1,1
3001,23,Female,PhD,7,44,3,40,68.62374899608122,33.78658569654254,61,38,1,0
3002,51,Male,PhD,10,18,7,15,51.84356814637994,30.95237537139992,44,56,1,0
3003,18,Female,PhD,13,76,12,4,20.647169953616707,154.45601914475137,91,84,0,1
3004,27,Other,Bachelor,9,67,13,14,22.76683005494301,53.305070660227535,66,39,1,0
3005,38,Female,Bachelor,14,82,9,20,0.9024554767183113,75.15382379050548,61,31,0,0
3006,22,Female,Bachelor,6,49,7,3,97.8419399106646,146.00361312499396,77,80,1,1
3007,19,Other,PhD,6,24,0,4,82.80181855409315,35.903920108595266,82,23,0,0
3008,39,Female,PhD,9,37,7,6,39.416995052822315,106.34740426657152,69,34,1,0
3009,19,Female,High School,3,94,9,34,94.60898507940917,183.5639327529326,35,17,0,1
3010,27,Female,PhD,17,35,13,35,67.71199391544015,110.76536387569773,83,24,1,1
3011,51,Male,Bachelor,9,67,11,14,75.14625356278137,9.769153324685886,0,35,1,1
3012,33,Female,PhD,18,55,2,27,67.99554998737403,117.93945493542213,59,23,0,0
3013,56,Other,PhD,13,38,4,1,75.68488319542907,18.030679902879566,73,8,0,0
3014,39,Other,High School,12,62,13,4,17.093892813557666,56.424908086656615,12,54,1,1
3015,29,Female,PhD,14,6,9,6,56.2397997534798,169.9350210687023,11,87,1,1
3016,41,Female,Master,15,57,7,21,84.93762753884575,2.2138256137235857,74,21,0,0
3017,64,Female,High School,1,79,10,48,1.954258397005837,15.402661732924328,99,19,1,0
3018,57,Other,PhD,3,58,5,30,12.344295338854106,72.67282573607419,16,31,1,0
3019,55,Other,PhD,17,47,3,31,24.56398096610891,199.87917597986987,46,50,0,0
3020,27,Male,High School,16,4,14,7,29.472669672767694,58.37278121436864,52,71,0,0
3021,52,Male,PhD,9,86,3,40,18.270386659073502,31.454923747206244,92,24,1,0
3022,49,Male,Bachelor,8,35,11,41,62.433038993106614,109.88442656964979,66,46,1,1
3023,24,Other,Master,14,95,3,10,29.40190711937435,103.85100431408067,92,8,0,0
3024,38,Male,Master,11,87,5,0,15.809984371359153,89.9239176857675,9,77,1,1
3025,37,Female,Bachelor,8,24,6,46,90.58261821868004,189.33075040858975,45,3,0,0
3026,43,Female,PhD,13,44,12,39,69.50345315473295,56.02987419010375,82,34,1,0
3027,21,Other,PhD,12,91,4,18,24.605874657512473,58.66484585239324,3,77,0,0
3028,63,Male,Master,5,18,9,43,36.095363331117184,28.05139427741683,56,57,1,0
3029,39,Female,PhD,18,6,13,37,74.07855628886986,139.45760358323506,37,58,1,1
3030,32,Other,Master,3,57,7,41,79.0910073570479,64.27389421610765,11,35,1,1
3031,57,Male,Master,19,80,6,36,17.64361654202291,160.5480586091305,30,21,1,0
3032,38,Female,Bachelor,16,65,7,6,93.65760840737317,194.35157547458402,1,65,1,1
3033,32,Male,Master,18,79,14,38,78.52719389900122,8.737048398118397,0,66,1,1
3034,39,Other,PhD,2,38,3,24,85.68144371338538,198.62437801162497,80,57,1,1
3035,45,Male,PhD,13,17,7,21,14.385880696329934,50.82084527141688,24,42,1,0
3036,31,Other,High School,16,0,12,26,14.336715221338302,84.0220714509055,4,43,0,0
3037,44,Male,PhD,12,62,5,40,30.536884422536748,155.54867089853843,47,26,1,0
3038,58,Female,High School,8,2,2,46,6.464641962497297,133.06622842786487,13,67,0,0
3039,57,Other,Master,0,20,12,37,9.10673268557709,155.68738416697468,51,88,1,1
3040,45,Other,PhD,16,29,7,47,14.320715551993723,93.26640314377175,73,26,1,0
3041,43,Other,Bachelor,15,10,12,38,71.24297326849471,183.2134157145727,20,8,0,0
3042,19,Male,Bachelor,17,21,6,14,3.023029164119917,157.98816108102204,24,47,0,0
3043,42,Male,Bachelor,1,56,9,1,8.324478136860058,61.845595086735216,98,37,1,0
3044,20,Female,Master,13,88,4,7,94.41835361856815,189.69604426975198,66,72,1,1
3045,25,Other,Master,16,2,10,43,8.365668167234407,192.21083868527086,81,82,1,1
3046,61,Other,High School,2,29,3,42,53.746237026900175,83.01071115134884,49,18,1,0
3047,50,Male,Bachelor,1,87,0,5,64.25731922627426,130.39209759751813,99,76,0,1
3048,59,Male,High School,7,44,9,19,95.85935137152951,162.9537070427807,32,36,1,1
3049,52,Female,High School,1,35,2,26,89.98027179116438,163.46014337428946,16,2,1,1
3050,23,Female,PhD,1,86,1,44,44.0682767186602,2.8247089381514767,69,84,1,1
3051,56,Male,PhD,8,71,7,22,94.21640613165049,125.8027266093083,33,3,1,0
3052,40,Other,Bachelor,19,63,13,47,43.22658747979181,194.73985949012123,25,34,1,1
3053,42,Female,Master,5,53,7,39,66.99187154706323,46.26942955923423,41,46,0,0
3054,60,Male,PhD,11,67,11,16,25.960807071819346,159.1217718353877,30,62,0,1
3055,36,Male,Master,8,49,4,12,63.664452588954326,106.84952421539649,50,70,1,1
3056,22,Other,High School,6,30,13,3,53.81889446086655,44.294042227782306,91,57,1,1
3057,28,Male,High School,11,28,4,19,60.683104275424526,10.207594816799205,35,10,1,0
3058,29,Male,High School,4,58,14,41,68.26512013336615,151.98434220340152,12,88,1,1
3059,27,Female,High School,15,35,10,24,17.34553001021375,63.2940699049654,84,18,1,0
3060,25,Male,Bachelor,4,76,3,21,30.126280097566195,75.11720561302093,89,33,0,0
3061,41,Male,High School,11,72,0,47,73.6241386925528,97.0462106498022,94,7,1,0
3062,45,Female,PhD,19,84,0,16,16.38239862706824,101.43898059426164,79,45,0,0
3063,58,Other,High School,8,66,12,39,34.424013871895085,41.23711539408221,94,29,0,0
3064,53,Other,Master,6,88,5,10,66.64786910930928,134.12839803769418,12,83,0,1
3065,54,Female,PhD,18,88,14,24,93.76509851916737,138.5079959911747,93,38,1,1
3066,38,Female,Master,19,75,3,4,7.530020679956406,28.460184899848695,31,39,0,0
3067,25,Other,Master,10,92,3,20,51.65607990906703,106.58190798251626,4,25,1,0
3068,26,Other,Bachelor,11,10,2,25,8.190533923775389,121.85186964545862,11,17,1,0
3069,64,Other,Bachelor,2,10,13,15,37.91319509515406,37.250308680058474,58,61,0,0
3070,32,Other,Master,16,25,8,39,17.538650408734537,178.89242530586296,40,51,1,1
3071,63,Other,Master,6,52,2,20,64.94384225785133,96.56517223505767,36,37,1,1
3072,57,Female,High School,9,13,7,47,75.78325519546938,23.005671533203433,67,67,1,1
3073,35,Male,PhD,14,63,1,31,24.734320655888364,66.87923552423895,47,24,0,0
3074,59,Other,High School,1,79,3,3,71.2887149052746,95.39208965493077,42,82,0,1
3075,37,Other,Bachelor,12,9,0,37,44.68189378566797,2.0288306161407865,92,49,1,0
3076,23,Male,Bachelor,3,30,10,7,28.358003038907007,6.381975139494811,40,21,0,0
3077,29,Male,High School,17,94,4,8,52.34016686867346,11.104119062123585,55,75,0,0
3078,19,Male,PhD,0,35,1,44,37.96501438209656,107.62704517988666,68,57,1,0
3079,24,Male,Master,1,9,10,16,22.999625455524676,67.21763924750424,10,41,0,0
3080,33,Male,High School,1,25,12,40,75.68447961299842,178.62080961119992,93,17,1,1
3081,20,Male,Bachelor,3,19,0,12,79.75241489353029,111.84677446577886,8,21,1,0
3082,62,Female,PhD,2,43,0,8,80.03122407550035,151.9792657641822,27,68,1,1
3083,20,Male,Bachelor,16,61,1,5,38.21427960356946,137.42663535101448,21,82,1,1
3084,44,Male,PhD,13,72,4,26,16.95284514093729,104.0641454475451,74,64,1,1
3085,60,Female,PhD,1,78,11,41,84.04112815074785,148.94408795302493,84,44,1,1
3086,57,Male,PhD,15,8,14,36,32.926387648621336,108.94114057354578,5,28,1,1
3087,55,Other,High School,10,70,14,38,74.80668022520194,77.0912610380901,25,36,0,1
3088,50,Other,High School,12,89,8,42,81.74505610441147,87.16096650152967,15,37,1,1
3089,45,Male,High School,0,23,5,23,76.81524976027578,167.70026790877628,13,44,1,1
3090,18,Female,PhD,1,11,11,8,38.980603069080765,112.65471162470936,34,50,1,1
3091,25,Other,PhD,1,59,3,41,93.80167265892703,75.45922963246312,41,55,1,1
3092,54,Female,Bachelor,4,83,14,10,66.01624168030492,35.948630317249616,52,88,1,1
3093,49,Other,Master,3,77,2,34,57.57462843213232,99.07156844034107,99,10,0,0
3094,60,Male,High School,11,85,7,28,69.79091020750138,50.480821906494945,21,38,0,0
3095,54,Female,PhD,2,15,2,7,4.472712326539008,191.11597562567403,52,49,0,0
3096,21,Female,Bachelor,19,28,0,16,39.0514972778638,98.19641693021764,65,72,0,0
3097,47,Female,Bachelor,9,31,3,6,88.12171538462108,1.7896547778514238,12,2,1,0
3098,23,Other,Bachelor,19,82,10,11,16.107970149571415,18.57543789889484,10,44,1,0
3099,63,Other,High School,17,34,12,47,41.44006477363297,56.8648983421085,11,35,1,0
3100,36,Other,High School,9,42,4,14,40.524799117197084,18.432568339662204,96,21,1,0
3101,49,Male,Master,0,95,4,28,35.60417107030245,178.7924450990803,85,57,1,1
3102,26,Other,Bachelor,5,52,4,44,56.235132885898,170.87031336010617,52,23,1,0
3103,29,Male,High School,10,19,7,49,99.61980495856946,194.17230177535134,8,32,1,1
3104,28,Female,Bachelor,1,83,7,49,25.584884878662972,141.29312286876197,70,71,1,1
3105,63,Female,PhD,6,7,11,23,70.49571225749915,129.09290924240318,16,33,0,0
3106,33,Male,Bachelor,19,98,12,36,75.79949977756706,184.69932757915532,60,17,1,1
3107,18,Other,Master,17,41,3,13,58.44984796796623,189.27862896126487,9,72,1,1
3108,62,Male,High School,18,76,14,10,9.7475687901181,175.4975685767205,37,42,1,1
3109,38,Female,PhD,3,69,8,34,57.23734973452973,172.29456876396455,38,17,1,1
3110,47,Female,High School,12,15,0,16,95.34644756724873,134.3406510887456,88,48,0,0
3111,30,Male,PhD,17,68,4,26,34.20601443886735,0.3211894479289601,90,48,0,0
3112,51,Other,Bachelor,19,52,4,43,63.96881263794283,85.90341006593054,93,82,0,1
3113,21,Other,Bachelor,12,44,4,2,95.93977324252482,127.1325542358695,29,57,1,1
3114,45,Male,Master,18,50,7,1,79.79902812347468,109.42547608892095,33,61,1,1
3115,55,Male,Master,16,97,8,3,68.83077296970428,164.22532597817448,32,44,0,1
3116,48,Other,PhD,0,5,2,17,97.11488787683142,163.78045530282597,31,23,0,0
3117,44,Female,Master,5,32,8,19,17.05829552988002,119.73640189232113,11,76,1,1
3118,22,Male,Master,18,78,12,20,77.27487884998386,4.398810651812735,86,87,1,1
3119,42,Other,Master,19,14,10,13,40.68357673227734,73.86599046694356,92,53,1,1
3120,20,Other,Master,0,13,7,7,36.04316876805043,45.76331706869479,64,33,0,0
3121,50,Female,Bachelor,7,38,2,1,52.06725144019604,67.75762175105015,83,56,1,0
3122,21,Female,Master,16,62,1,25,3.375105877745821,123.45853090321238,9,28,1,0
3123,42,Female,Bachelor,14,4,14,18,31.252962092836277,13.292380536545512,18,23,1,0
3124,37,Female,Bachelor,17,89,3,41,16.62154945234119,4.448409809794307,22,63,1,0
3125,51,Female,High School,6,80,14,27,13.869089941730472,87.37458319606088,84,7,1,0
3126,43,Male,Bachelor,15,51,12,28,33.734051002009814,158.71476644952898,56,2,1,0
3127,22,Other,Bachelor,6,15,11,4,80.22643580107093,6.139714919710371,98,65,0,0
